stim_id,condition,domain,maj_decision,avg_decision,mwe_decision,n_raters,TP
515,100_0,human,1,1,1,12,True
516,50_50,human,0,0,1,12,True
516,80_20,human,1,1,1,12,True
516,100_0,human,1,1,1,12,True
517,50_50,human,1,1,1,12,False
517,80_20,human,1,1,1,12,False
517,100_0,human,0,0,1,12,False
518,50_50,human,1,1,1,12,False
518,80_20,human,1,1,1,12,False
518,100_0,human,0,0,0,12,False
519,50_50,human,1,1,1,12,False
519,80_20,human,0,0,0,12,False
519,100_0,human,1,1,1,12,False
520,50_50,human,0,0,0,12,False
520,80_20,human,0,0,1,12,False
520,100_0,human,0,0,1,12,False
521,50_50,human,1,1,1,12,True
521,80_20,human,1,1,1,12,True
521,100_0,human,1,1,1,12,True
522,50_50,human,1,1,1,12,False
522,80_20,human,1,1,1,12,False
522,100_0,human,0,0,1,12,False
523,50_50,human,1,1,1,12,True
523,80_20,human,1,1,1,12,True
523,100_0,human,1,1,1,12,True
524,50_50,human,0,0,0,12,False
524,80_20,human,1,1,1,12,False
524,100_0,human,0,0,0,12,False
525,50_50,human,0,0,1,12,True
525,80_20,human,1,1,1,12,True
525,100_0,human,1,1,1,12,True
526,50_50,human,0,0,0,12,False
526,80_20,human,0,0,0,12,False
526,100_0,human,0,0,0,12,False
527,50_50,human,1,1,1,12,True
527,80_20,human,1,1,1,12,True
527,100_0,human,1,1,1,12,True
528,50_50,human,0,0,0,12,False
528,80_20,human,1,1,1,12,False
528,100_0,human,1,1,1,12,False
529,50_50,human,0,0,1,12,False
529,80_20,human,1,1,1,12,False
529,100_0,human,1,1,1,12,False
530,50_50,human,1,1,1,12,False
530,80_20,human,0,0,0,12,False
530,100_0,human,1,1,1,12,False
531,50_50,human,1,1,1,12,False
531,80_20,human,1,1,1,12,False
531,100_0,human,1,1,1,12,False
532,50_50,human,1,1,1,12,False
532,80_20,human,1,1,1,12,False
532,100_0,human,1,1,1,12,False
533,50_50,human,1,1,1,12,True
533,80_20,human,1,1,1,12,True
533,100_0,human,1,1,1,12,True
534,50_50,human,1,1,1,12,False
534,80_20,human,0,0,1,12,False
534,100_0,human,0,0,0,12,False
535,50_50,human,1,1,1,12,False
535,80_20,human,0,0,1,12,False
535,100_0,human,1,1,1,12,False
536,50_50,human,1,1,1,12,False
536,80_20,human,0,0,1,12,False
536,100_0,human,1,1,1,12,False
537,50_50,human,0,0,1,12,False
537,80_20,human,0,0,0,12,False
537,100_0,human,0,0,0,12,False
538,50_50,human,1,1,1,12,True
538,80_20,human,1,1,1,12,True
538,100_0,human,1,1,1,12,True
539,50_50,human,1,1,1,12,True
539,80_20,human,1,1,1,12,True
539,100_0,human,1,1,1,12,True
540,50_50,human,1,1,1,12,False
540,80_20,human,0,0,0,12,False
540,100_0,human,0,0,0,12,False
541,50_50,human,1,1,1,12,True
541,80_20,human,0,0,0,12,True
541,100_0,human,1,1,1,12,True
542,50_50,human,1,1,1,12,True
542,80_20,human,1,1,1,12,True
542,100_0,human,1,1,1,12,True
543,50_50,human,0,0,1,12,False
543,80_20,human,1,1,1,12,False
543,100_0,human,0,0,1,12,False
544,50_50,human,1,1,1,12,True
544,80_20,human,1,1,1,12,True
544,100_0,human,1,1,1,12,True
545,50_50,human,1,1,1,12,False
545,80_20,human,1,1,1,12,False
545,100_0,human,0,0,1,12,False
546,50_50,human,0,0,0,12,False
546,80_20,human,1,1,1,12,False
546,100_0,human,0,0,1,12,False
547,50_50,human,1,1,1,12,True
547,80_20,human,1,1,1,12,True
547,100_0,human,1,1,1,12,True
548,50_50,human,1,1,1,12,True
548,80_20,human,1,1,1,12,True
548,100_0,human,1,1,1,12,True
549,50_50,human,1,1,1,12,False
549,80_20,human,1,1,1,12,False
549,100_0,human,0,0,1,12,False
550,50_50,human,1,1,1,12,True
550,80_20,human,1,1,1,12,True
550,100_0,human,1,1,1,12,True
551,50_50,human,1,1,1,12,True
551,80_20,human,1,1,1,12,True
551,100_0,human,1,1,1,12,True
552,50_50,human,0,0,0,12,False
552,80_20,human,0,0,1,12,False
552,100_0,human,0,0,0,12,False
553,50_50,human,1,1,1,12,True
553,80_20,human,1,1,1,12,True
553,100_0,human,1,1,1,12,True
554,50_50,human,1,1,1,12,True
554,80_20,human,1,1,1,12,True
554,100_0,human,1,1,1,12,True
555,50_50,human,0,0,1,12,True
555,80_20,human,0,0,0,12,True
555,100_0,human,0,0,1,12,True
556,50_50,human,1,1,1,12,False
556,80_20,human,1,1,1,12,False
556,100_0,human,0,0,1,12,False
557,50_50,human,1,1,1,12,True
557,80_20,human,1,1,1,12,True
557,100_0,human,1,1,1,12,True
558,50_50,human,0,0,1,12,False
558,80_20,human,1,1,1,12,False
558,100_0,human,1,1,1,12,False
559,50_50,human,1,1,1,12,True
559,80_20,human,1,1,1,12,True
559,100_0,human,1,1,1,12,True
560,50_50,human,0,0,1,12,False
560,80_20,human,0,0,0,12,False
560,100_0,human,0,0,0,12,False
561,50_50,human,1,1,1,12,True
561,80_20,human,1,1,1,12,True
561,100_0,human,1,1,1,12,True
562,50_50,human,1,1,1,12,True
562,80_20,human,0,0,1,12,True
562,100_0,human,1,1,1,12,True
563,50_50,human,1,1,1,12,True
563,80_20,human,1,1,1,12,True
563,100_0,human,1,1,1,12,True
564,50_50,human,1,1,1,12,True
564,80_20,human,1,1,1,12,True
564,100_0,human,1,1,1,12,True
565,50_50,human,1,1,1,12,True
565,80_20,human,1,1,1,12,True
565,100_0,human,1,1,1,12,True
566,50_50,human,1,1,1,12,True
566,80_20,human,1,1,1,12,True
566,100_0,human,1,1,1,12,True
567,50_50,human,1,1,1,12,False
567,80_20,human,1,1,1,12,False
567,100_0,human,0,0,0,12,False
568,50_50,human,1,1,1,12,False
568,80_20,human,0,0,0,12,False
568,100_0,human,0,0,0,12,False
569,50_50,human,1,1,1,12,True
569,80_20,human,1,1,1,12,True
569,100_0,human,1,1,1,12,True
570,50_50,human,0,0,1,12,False
570,80_20,human,0,0,0,12,False
570,100_0,human,0,0,0,12,False
571,50_50,human,1,1,1,12,False
571,80_20,human,1,1,1,12,False
571,100_0,human,1,1,1,12,False
572,50_50,human,1,1,1,12,True
572,80_20,human,1,1,1,12,True
572,100_0,human,1,1,1,12,True
573,50_50,human,1,1,1,12,False
573,80_20,human,1,1,1,12,False
573,100_0,human,1,1,1,12,False
574,50_50,human,1,1,1,12,False
574,80_20,human,0,0,0,12,False
574,100_0,human,0,0,1,12,False
575,50_50,human,1,1,1,12,True
575,80_20,human,1,1,1,12,True
575,100_0,human,0,0,1,12,True
576,50_50,human,1,1,1,12,True
576,80_20,human,1,1,1,12,True
576,100_0,human,1,1,1,12,True
577,50_50,human,1,1,1,12,True
577,80_20,human,1,1,1,12,True
577,100_0,human,1,1,1,12,True
578,50_50,human,1,1,1,12,True
578,80_20,human,1,1,1,12,True
578,100_0,human,1,1,1,12,True
579,50_50,human,0,0,1,12,False
579,80_20,human,0,0,0,12,False
579,100_0,human,0,0,1,12,False
580,50_50,human,0,0,0,12,False
580,80_20,human,0,0,0,12,False
580,100_0,human,0,0,0,12,False
581,50_50,human,1,1,1,12,True
581,80_20,human,1,1,1,12,True
581,100_0,human,1,1,1,12,True
582,50_50,human,1,1,1,12,True
582,80_20,human,1,1,1,12,True
582,100_0,human,0,0,1,12,True
583,50_50,human,0,0,0,12,False
583,80_20,human,0,0,0,12,False
583,100_0,human,0,0,0,12,False
584,50_50,human,0,0,1,12,False
584,80_20,human,1,1,1,12,False
584,100_0,human,0,0,0,12,False
585,50_50,human,1,1,1,12,True
585,80_20,human,1,1,1,12,True
585,100_0,human,1,1,1,12,True
586,50_50,human,0,0,1,12,False
586,80_20,human,0,0,0,12,False
586,100_0,human,0,0,0,12,False
587,50_50,human,1,1,1,12,False
587,80_20,human,0,0,0,12,False
587,100_0,human,0,0,0,12,False
588,50_50,human,1,1,1,12,True
588,80_20,human,0,0,0,12,True
588,100_0,human,1,1,1,12,True
589,50_50,human,1,1,1,12,True
589,80_20,human,1,1,1,12,True
589,100_0,human,1,1,1,12,True
590,50_50,human,1,1,1,12,True
590,80_20,human,1,1,1,12,True
590,100_0,human,1,1,1,12,True
591,50_50,human,0,0,1,12,False
591,80_20,human,0,0,0,12,False
591,100_0,human,0,0,0,12,False
592,50_50,human,0,0,0,12,False
592,80_20,human,0,0,0,12,False
592,100_0,human,0,0,0,12,False
593,50_50,human,1,1,1,12,True
593,80_20,human,1,1,1,12,True
593,100_0,human,1,1,1,12,True
594,50_50,human,1,1,1,12,True
594,80_20,human,1,1,1,12,True
594,100_0,human,1,1,1,12,True
595,50_50,human,1,1,1,12,True
595,80_20,human,1,1,1,12,True
595,100_0,human,1,1,1,12,True
596,50_50,human,0,0,1,12,False
596,80_20,human,0,0,0,12,False
596,100_0,human,0,0,0,12,False
597,50_50,human,1,1,1,12,False
597,80_20,human,1,1,1,12,False
597,100_0,human,1,1,1,12,False
598,50_50,human,1,1,1,12,True
598,80_20,human,1,1,1,12,True
598,100_0,human,1,1,1,12,True
599,50_50,human,1,1,1,12,False
599,80_20,human,1,1,1,12,False
599,100_0,human,1,1,1,12,False
600,50_50,human,1,1,1,12,False
600,80_20,human,1,1,1,12,False
600,100_0,human,0,0,0,12,False
601,50_50,human,0,0,0,12,False
601,80_20,human,1,1,1,12,False
601,100_0,human,0,0,1,12,False
602,50_50,human,1,1,1,12,False
602,80_20,human,1,1,1,12,False
602,100_0,human,0,0,1,12,False
603,50_50,human,1,1,1,12,False
603,80_20,human,1,1,1,12,False
603,100_0,human,1,1,1,12,False
604,50_50,human,1,1,1,12,True
604,80_20,human,1,1,1,12,True
604,100_0,human,1,1,1,12,True
605,50_50,human,1,1,1,12,True
605,80_20,human,1,1,1,12,True
605,100_0,human,1,1,1,12,True
606,50_50,human,1,1,1,12,True
606,80_20,human,1,1,1,12,True
606,100_0,human,1,1,1,12,True
607,50_50,human,1,1,1,12,True
607,80_20,human,1,1,1,12,True
607,100_0,human,1,1,1,12,True
608,50_50,human,1,1,1,12,True
608,80_20,human,1,1,1,12,True
608,100_0,human,1,1,1,12,True
609,50_50,human,0,0,0,12,False
609,80_20,human,0,0,0,12,False
609,100_0,human,0,0,1,12,False
610,50_50,human,1,1,1,12,True
610,80_20,human,1,1,1,12,True
610,100_0,human,1,1,1,12,True
611,50_50,human,1,1,1,12,False
611,80_20,human,1,1,1,12,False
611,100_0,human,1,1,1,12,False
612,50_50,human,1,1,1,12,True
612,80_20,human,0,0,0,12,True
612,100_0,human,1,1,1,12,True
613,50_50,human,0,0,0,12,False
613,80_20,human,0,0,0,12,False
613,100_0,human,0,0,0,12,False
614,50_50,human,1,1,1,12,True
614,80_20,human,1,1,1,12,True
614,100_0,human,1,1,1,12,True
615,50_50,human,0,0,1,12,False
615,80_20,human,1,1,1,12,False
615,100_0,human,0,0,1,12,False
616,50_50,human,0,0,1,12,True
616,80_20,human,0,0,1,12,True
616,100_0,human,1,1,1,12,True
617,50_50,human,1,1,1,12,False
617,80_20,human,1,1,1,12,False
617,100_0,human,1,1,1,12,False
618,50_50,human,0,0,1,12,True
618,80_20,human,1,1,1,12,True
618,100_0,human,1,1,1,12,True
619,50_50,human,0,0,1,12,False
619,80_20,human,0,0,1,12,False
619,100_0,human,0,0,0,12,False
620,50_50,human,1,1,1,12,False
620,80_20,human,1,1,1,12,False
620,100_0,human,0,0,1,12,False
621,50_50,human,1,1,1,12,True
621,80_20,human,1,1,1,12,True
621,100_0,human,1,1,1,12,True
622,50_50,human,1,1,1,12,False
622,80_20,human,1,1,1,12,False
622,100_0,human,1,1,1,12,False
623,50_50,human,0,0,0,12,False
623,80_20,human,0,0,0,12,False
623,100_0,human,0,0,1,12,False
624,50_50,human,1,1,1,12,False
624,80_20,human,1,1,1,12,False
624,100_0,human,0,0,1,12,False
625,50_50,human,0,0,1,12,True
625,80_20,human,1,1,1,12,True
625,100_0,human,1,1,1,12,True
626,50_50,human,0,0,0,12,False
626,80_20,human,0,0,1,12,False
626,100_0,human,0,0,0,12,False
627,50_50,human,1,1,1,12,False
627,80_20,human,1,1,1,12,False
627,100_0,human,1,1,1,12,False
628,50_50,human,1,1,1,12,True
628,80_20,human,1,1,1,12,True
628,100_0,human,1,1,1,12,True
629,50_50,human,1,1,1,12,True
629,80_20,human,1,1,1,12,True
629,100_0,human,0,0,1,12,True
630,50_50,human,1,1,1,12,False
630,80_20,human,1,1,1,12,False
630,100_0,human,0,0,0,12,False
631,50_50,human,1,1,1,12,False
631,80_20,human,1,1,1,12,False
631,100_0,human,1,1,1,12,False
632,50_50,human,1,1,1,12,True
632,80_20,human,1,1,1,12,True
632,100_0,human,1,1,1,12,True
633,50_50,human,1,1,1,12,False
633,80_20,human,1,1,1,12,False
633,100_0,human,0,0,1,12,False
634,50_50,human,1,1,1,12,True
634,80_20,human,1,1,1,12,True
634,100_0,human,1,1,1,12,True
635,50_50,human,0,0,0,12,False
635,80_20,human,0,0,1,12,False
635,100_0,human,0,0,1,12,False
636,50_50,human,1,1,1,12,False
636,80_20,human,1,1,1,12,False
636,100_0,human,0,0,0,12,False
637,50_50,human,0,0,1,12,True
637,80_20,human,1,1,1,12,True
637,100_0,human,1,1,1,12,True
638,50_50,human,1,1,1,12,False
638,80_20,human,1,1,1,12,False
638,100_0,human,1,1,1,12,False
639,50_50,human,1,1,1,12,True
639,80_20,human,1,1,1,12,True
639,100_0,human,1,1,1,12,True
640,50_50,human,1,1,1,12,True
640,80_20,human,1,1,1,12,True
640,100_0,human,1,1,1,12,True
641,50_50,human,1,1,1,12,True
641,80_20,human,1,1,1,12,True
641,100_0,human,1,1,1,12,True
642,50_50,human,0,0,1,12,False
642,80_20,human,0,0,0,12,False
642,100_0,human,0,0,1,12,False
643,50_50,human,1,1,1,12,True
643,80_20,human,1,1,1,12,True
643,100_0,human,1,1,1,12,True
644,50_50,human,1,1,1,12,True
644,80_20,human,1,1,1,12,True
644,100_0,human,1,1,1,12,True
645,50_50,human,1,1,1,12,True
645,80_20,human,1,1,1,12,True
645,100_0,human,1,1,1,12,True
646,50_50,human,1,1,1,12,True
646,80_20,human,1,1,1,12,True
646,100_0,human,1,1,1,12,True
647,50_50,human,0,0,0,12,False
647,80_20,human,0,0,1,12,False
647,100_0,human,0,0,0,12,False
648,50_50,human,0,0,1,12,False
648,80_20,human,0,0,0,12,False
648,100_0,human,0,0,0,12,False
649,50_50,human,0,0,1,12,True
649,80_20,human,1,1,1,12,True
649,100_0,human,0,0,1,12,True
650,50_50,human,1,1,1,12,True
650,80_20,human,1,1,1,12,True
650,100_0,human,1,1,1,12,True
651,50_50,human,1,1,1,12,True
651,80_20,human,1,1,1,12,True
651,100_0,human,1,1,1,12,True
652,50_50,human,0,0,1,12,True
652,80_20,human,0,0,1,12,True
652,100_0,human,1,1,1,12,True
653,50_50,human,1,1,1,12,False
653,80_20,human,1,1,1,12,False
653,100_0,human,0,0,0,12,False
654,50_50,human,1,1,1,12,True
654,80_20,human,1,1,1,12,True
654,100_0,human,1,1,1,12,True
655,50_50,human,1,1,1,12,True
655,80_20,human,1,1,1,12,True
655,100_0,human,1,1,1,12,True
656,50_50,human,0,0,0,12,False
656,80_20,human,1,1,1,12,False
656,100_0,human,0,0,1,12,False
657,50_50,human,1,1,1,12,True
657,80_20,human,1,1,1,12,True
657,100_0,human,1,1,1,12,True
658,50_50,human,1,1,1,12,False
658,80_20,human,1,1,1,12,False
658,100_0,human,0,0,0,12,False
659,50_50,human,1,1,1,12,True
659,80_20,human,1,1,1,12,True
659,100_0,human,1,1,1,12,True
660,50_50,human,1,1,1,12,True
660,80_20,human,1,1,1,12,True
660,100_0,human,1,1,1,12,True
661,50_50,human,0,0,0,12,False
661,80_20,human,0,0,0,12,False
661,100_0,human,0,0,0,12,False
662,50_50,human,0,0,1,12,False
662,80_20,human,0,0,0,12,False
662,100_0,human,0,0,0,12,False
663,50_50,human,0,0,0,12,False
663,80_20,human,0,0,0,12,False
663,100_0,human,0,0,0,12,False
664,50_50,human,1,1,1,12,True
664,80_20,human,1,1,1,12,True
664,100_0,human,1,1,1,12,True
665,50_50,human,1,1,1,12,True
665,80_20,human,1,1,1,12,True
665,100_0,human,1,1,1,12,True
666,50_50,human,1,1,1,12,True
666,80_20,human,1,1,1,12,True
666,100_0,human,0,0,1,12,True
667,50_50,human,1,1,1,12,True
667,80_20,human,1,1,1,12,True
667,100_0,human,1,1,1,12,True
668,50_50,human,1,1,1,12,True
668,80_20,human,1,1,1,12,True
668,100_0,human,1,1,1,12,True
669,50_50,human,0,0,1,12,False
669,80_20,human,1,1,1,12,False
669,100_0,human,1,1,1,12,False
670,50_50,human,1,1,1,12,False
670,80_20,human,1,1,1,12,False
670,100_0,human,1,1,1,12,False
671,50_50,human,0,0,0,12,True
671,80_20,human,0,0,0,12,True
671,100_0,human,0,0,1,12,True
672,50_50,human,1,1,1,12,True
672,80_20,human,1,1,1,12,True
672,100_0,human,1,1,1,12,True
673,50_50,human,1,1,1,12,False
673,80_20,human,1,1,1,12,False
673,100_0,human,1,1,1,12,False
674,50_50,human,1,1,1,12,True
674,80_20,human,1,1,1,12,True
674,100_0,human,1,1,1,12,True
675,50_50,human,0,0,1,12,False
675,80_20,human,0,0,0,12,False
675,100_0,human,0,0,0,12,False
676,50_50,human,1,1,1,12,True
676,80_20,human,1,1,1,12,True
676,100_0,human,1,1,1,12,True
677,50_50,human,1,1,1,12,False
677,80_20,human,0,0,1,12,False
677,100_0,human,1,1,1,12,False
678,50_50,human,1,1,1,12,True
678,80_20,human,1,1,1,12,True
678,100_0,human,1,1,1,12,True
679,50_50,human,1,1,1,12,False
679,80_20,human,1,1,1,12,False
679,100_0,human,1,1,1,12,False
680,50_50,human,0,0,1,12,False
680,80_20,human,0,0,1,12,False
680,100_0,human,0,0,0,12,False
681,50_50,human,0,0,1,12,False
681,80_20,human,1,1,1,12,False
681,100_0,human,0,0,0,12,False
682,50_50,human,1,1,1,12,True
682,80_20,human,1,1,1,12,True
682,100_0,human,1,1,1,12,True
683,50_50,human,0,0,1,12,False
683,80_20,human,0,0,0,12,False
683,100_0,human,0,0,0,12,False
684,50_50,human,1,1,1,12,False
684,80_20,human,1,1,1,12,False
684,100_0,human,0,0,0,12,False
685,50_50,human,1,1,1,12,True
685,80_20,human,1,1,1,12,True
685,100_0,human,1,1,1,12,True
686,50_50,human,1,1,1,12,True
686,80_20,human,1,1,1,12,True
686,100_0,human,0,0,1,12,True
687,50_50,human,1,1,1,12,True
687,80_20,human,1,1,1,12,True
687,100_0,human,1,1,1,12,True
688,50_50,human,0,0,0,12,False
688,80_20,human,0,0,1,12,False
688,100_0,human,0,0,0,12,False
689,50_50,human,1,1,1,12,True
689,80_20,human,1,1,1,12,True
689,100_0,human,1,1,1,12,True
690,50_50,human,1,1,1,12,False
690,80_20,human,1,1,1,12,False
690,100_0,human,1,1,1,12,False
691,50_50,human,0,0,1,12,True
691,80_20,human,1,1,1,12,True
691,100_0,human,1,1,1,12,True
692,50_50,human,0,0,1,12,True
692,80_20,human,0,0,1,12,True
692,100_0,human,1,1,1,12,True
693,50_50,human,1,1,1,12,False
693,80_20,human,1,1,1,12,False
693,100_0,human,1,1,1,12,False
694,50_50,human,0,0,0,12,False
694,80_20,human,0,0,0,12,False
694,100_0,human,0,0,0,12,False
695,50_50,human,0,0,0,12,True
695,80_20,human,0,0,0,12,True
695,100_0,human,0,0,0,12,True
696,50_50,human,0,0,0,12,True
696,80_20,human,0,0,1,12,True
696,100_0,human,1,1,1,12,True
697,50_50,human,1,1,1,12,True
697,80_20,human,1,1,1,12,True
697,100_0,human,1,1,1,12,True
698,50_50,human,1,1,1,12,False
698,80_20,human,1,1,1,12,False
698,100_0,human,1,1,1,12,False
699,50_50,human,1,1,1,12,True
699,80_20,human,1,1,1,12,True
699,100_0,human,1,1,1,12,True
700,50_50,human,1,1,1,12,True
700,80_20,human,1,1,1,12,True
700,100_0,human,0,0,1,12,True
701,50_50,human,1,1,1,12,True
701,80_20,human,1,1,1,12,True
701,100_0,human,1,1,1,12,True
702,50_50,human,1,1,1,12,False
702,80_20,human,0,0,0,12,False
702,100_0,human,0,0,0,12,False
703,50_50,human,1,1,1,12,True
703,80_20,human,0,0,0,12,True
703,100_0,human,1,1,1,12,True
704,50_50,human,1,1,1,12,True
704,80_20,human,1,1,1,12,True
704,100_0,human,1,1,1,12,True
705,50_50,human,1,1,1,12,False
705,80_20,human,1,1,1,12,False
705,100_0,human,0,0,0,12,False
706,50_50,human,1,1,1,12,True
706,80_20,human,1,1,1,12,True
706,100_0,human,1,1,1,12,True
707,50_50,human,0,0,0,12,False
707,80_20,human,0,0,0,12,False
707,100_0,human,0,0,0,12,False
708,50_50,human,0,0,0,12,False
708,80_20,human,0,0,0,12,False
708,100_0,human,0,0,0,12,False
709,50_50,human,1,1,1,12,True
709,80_20,human,1,1,1,12,True
709,100_0,human,1,1,1,12,True
710,50_50,human,0,0,1,12,True
710,80_20,human,1,1,1,12,True
710,100_0,human,1,1,1,12,True
711,50_50,human,0,0,1,12,False
711,80_20,human,0,0,0,12,False
711,100_0,human,0,0,1,12,False
712,50_50,human,1,1,1,12,True
712,80_20,human,1,1,1,12,True
712,100_0,human,1,1,1,12,True
713,50_50,human,1,1,1,12,True
713,80_20,human,1,1,1,12,True
713,100_0,human,1,1,1,12,True
714,50_50,human,0,0,0,12,False
714,80_20,human,0,0,0,12,False
714,100_0,human,0,0,0,12,False
715,50_50,human,1,1,1,12,True
715,80_20,human,0,0,0,12,True
715,100_0,human,1,1,1,12,True
716,50_50,human,1,1,1,12,True
716,80_20,human,1,1,1,12,True
716,100_0,human,1,1,1,12,True
717,50_50,human,1,1,1,12,True
717,80_20,human,1,1,1,12,True
717,100_0,human,1,1,1,12,True
718,50_50,human,1,1,1,12,True
718,80_20,human,1,1,1,12,True
718,100_0,human,1,1,1,12,True
719,50_50,human,0,0,1,12,False
719,80_20,human,0,0,0,12,False
719,100_0,human,0,0,1,12,False
720,50_50,human,0,0,0,12,False
720,80_20,human,0,0,1,12,False
720,100_0,human,0,0,0,12,False
721,50_50,human,1,1,1,12,False
721,80_20,human,1,1,1,12,False
721,100_0,human,0,0,1,12,False
722,50_50,human,1,1,1,12,True
722,80_20,human,1,1,1,12,True
722,100_0,human,1,1,1,12,True
723,50_50,human,0,0,1,12,True
723,80_20,human,1,1,1,12,True
723,100_0,human,1,1,1,12,True
724,50_50,human,1,1,1,12,False
724,80_20,human,1,1,1,12,False
724,100_0,human,0,0,1,12,False
725,50_50,human,1,1,1,12,True
725,80_20,human,1,1,1,12,True
725,100_0,human,1,1,1,12,True
726,50_50,human,1,1,1,12,True
726,80_20,human,1,1,1,12,True
726,100_0,human,1,1,1,12,True
727,50_50,human,1,1,1,12,False
727,80_20,human,1,1,1,12,False
727,100_0,human,1,1,1,12,False
728,50_50,human,0,0,1,12,False
728,80_20,human,0,0,1,12,False
728,100_0,human,0,0,0,12,False
729,50_50,human,1,1,1,12,False
729,80_20,human,0,0,0,12,False
729,100_0,human,0,0,0,12,False
730,50_50,human,0,0,1,12,False
730,80_20,human,0,0,0,12,False
730,100_0,human,0,0,0,12,False
731,50_50,human,1,1,1,12,True
731,80_20,human,0,0,1,12,True
731,100_0,human,1,1,1,12,True
732,50_50,human,1,1,1,12,True
732,80_20,human,0,0,0,12,True
732,100_0,human,1,1,1,12,True
733,50_50,human,1,1,1,12,False
733,80_20,human,0,0,1,12,False
733,100_0,human,0,0,1,12,False
734,50_50,human,1,1,1,12,False
734,80_20,human,1,1,1,12,False
734,100_0,human,0,0,1,12,False
735,50_50,human,1,1,1,12,True
735,80_20,human,1,1,1,12,True
735,100_0,human,1,1,1,12,True
736,50_50,human,1,1,1,12,True
736,80_20,human,1,1,1,12,True
736,100_0,human,1,1,1,12,True
737,50_50,human,1,1,1,12,False
737,80_20,human,1,1,1,12,False
737,100_0,human,0,0,1,12,False
738,50_50,human,1,1,1,12,True
738,80_20,human,1,1,1,12,True
738,100_0,human,1,1,1,12,True
739,50_50,human,0,0,1,12,True
739,80_20,human,1,1,1,12,True
739,100_0,human,1,1,1,12,True
740,50_50,human,1,1,1,12,False
740,80_20,human,1,1,1,12,False
740,100_0,human,0,0,0,12,False
741,50_50,human,1,1,1,12,True
741,80_20,human,1,1,1,12,True
741,100_0,human,1,1,1,12,True
742,50_50,human,1,1,1,12,False
742,80_20,human,1,1,1,12,False
742,100_0,human,1,1,1,12,False
743,50_50,human,0,0,0,12,False
743,80_20,human,0,0,1,12,False
743,100_0,human,0,0,1,12,False
744,50_50,human,1,1,1,12,False
744,80_20,human,1,1,1,12,False
744,100_0,human,0,0,0,12,False
745,50_50,human,0,0,0,12,False
745,80_20,human,0,0,0,12,False
745,100_0,human,0,0,1,12,False
746,50_50,human,0,0,1,12,False
746,80_20,human,0,0,0,12,False
746,100_0,human,0,0,1,12,False
747,50_50,human,1,1,1,12,True
747,80_20,human,1,1,1,12,True
747,100_0,human,1,1,1,12,True
748,50_50,human,1,1,1,12,True
748,80_20,human,0,0,0,12,True
748,100_0,human,1,1,1,12,True
749,50_50,human,0,0,0,12,False
749,80_20,human,0,0,0,12,False
749,100_0,human,0,0,0,12,False
750,50_50,human,1,1,1,12,False
750,80_20,human,0,0,0,12,False
750,100_0,human,0,0,0,12,False
751,50_50,human,1,1,1,12,False
751,80_20,human,1,1,1,12,False
751,100_0,human,1,1,1,12,False
752,50_50,human,1,1,1,12,False
752,80_20,human,0,0,0,12,False
752,100_0,human,1,1,1,12,False
753,50_50,human,0,0,1,12,False
753,80_20,human,0,0,1,12,False
753,100_0,human,0,0,0,12,False
754,50_50,human,1,1,1,12,True
754,80_20,human,1,1,1,12,True
754,100_0,human,1,1,1,12,True
755,50_50,human,0,0,1,12,False
755,80_20,human,0,0,1,12,False
755,100_0,human,0,0,0,12,False
756,50_50,human,1,1,1,12,True
756,80_20,human,1,1,1,12,True
756,100_0,human,1,1,1,12,True
757,50_50,human,0,0,0,12,False
757,80_20,human,0,0,0,12,False
757,100_0,human,0,0,0,12,False
758,50_50,human,1,1,1,12,True
758,80_20,human,1,1,1,12,True
758,100_0,human,1,1,1,12,True
759,50_50,human,1,1,1,12,True
759,80_20,human,1,1,1,12,True
759,100_0,human,1,1,1,12,True
760,50_50,human,1,1,1,12,False
760,80_20,human,0,0,0,12,False
760,100_0,human,0,0,0,12,False
761,50_50,human,1,1,1,12,True
761,80_20,human,1,1,1,12,True
761,100_0,human,1,1,1,12,True
762,50_50,human,1,1,1,12,True
762,80_20,human,1,1,1,12,True
762,100_0,human,1,1,1,12,True
763,50_50,human,1,1,1,12,True
763,80_20,human,1,1,1,12,True
763,100_0,human,1,1,1,12,True
764,50_50,human,1,1,1,12,True
764,80_20,human,1,1,1,12,True
764,100_0,human,1,1,1,12,True
765,50_50,human,1,1,1,12,False
765,80_20,human,1,1,1,12,False
765,100_0,human,1,1,1,12,False
766,50_50,human,1,1,1,12,False
766,80_20,human,1,1,1,12,False
766,100_0,human,0,0,1,12,False
767,50_50,human,0,0,1,12,False
767,80_20,human,1,1,1,12,False
767,100_0,human,1,1,1,12,False
768,50_50,human,1,1,1,12,True
768,80_20,human,1,1,1,12,True
768,100_0,human,1,1,1,12,True
769,50_50,human,0,0,0,12,True
769,80_20,human,1,1,1,12,True
769,100_0,human,1,1,1,12,True
770,50_50,human,1,1,1,12,True
770,80_20,human,1,1,1,12,True
770,100_0,human,1,1,1,12,True
771,50_50,human,1,1,1,12,True
771,80_20,human,1,1,1,12,True
771,100_0,human,1,1,1,12,True
772,50_50,human,1,1,1,12,False
772,80_20,human,1,1,1,12,False
772,100_0,human,0,0,1,12,False
773,50_50,human,1,1,1,12,True
773,80_20,human,1,1,1,12,True
773,100_0,human,1,1,1,12,True
