stim_id,condition,domain,maj_decision,avg_decision,mwe_decision,n_raters,TP
257,80_20,human,1,1,1,12,False
257,100_0,human,1,1,1,12,False
258,50_50,human,1,1,1,12,False
258,80_20,human,1,1,1,12,False
258,100_0,human,0,0,0,12,False
259,50_50,human,1,1,1,12,False
259,80_20,human,1,1,1,12,False
259,100_0,human,1,1,1,12,False
260,50_50,human,1,1,1,12,False
260,80_20,human,0,0,1,12,False
260,100_0,human,0,0,0,12,False
261,50_50,human,1,1,1,12,True
261,80_20,human,1,1,1,12,True
261,100_0,human,1,1,1,12,True
262,50_50,human,1,1,1,12,True
262,80_20,human,1,1,1,12,True
262,100_0,human,1,1,1,12,True
263,50_50,human,0,0,0,12,False
263,80_20,human,0,0,0,12,False
263,100_0,human,0,0,0,12,False
264,50_50,human,1,1,1,12,True
264,80_20,human,1,1,1,12,True
264,100_0,human,1,1,1,12,True
265,50_50,human,1,1,1,12,True
265,80_20,human,1,1,1,12,True
265,100_0,human,1,1,1,12,True
266,50_50,human,1,1,1,12,False
266,80_20,human,1,1,1,12,False
266,100_0,human,1,1,1,12,False
267,50_50,human,1,1,1,12,True
267,80_20,human,1,1,1,12,True
267,100_0,human,1,1,1,12,True
268,50_50,human,1,1,1,12,False
268,80_20,human,1,1,1,12,False
268,100_0,human,0,0,1,12,False
269,50_50,human,1,1,1,12,False
269,80_20,human,0,0,1,12,False
269,100_0,human,1,1,1,12,False
270,50_50,human,1,1,1,12,True
270,80_20,human,1,1,1,12,True
270,100_0,human,1,1,1,12,True
271,50_50,human,1,1,1,12,False
271,80_20,human,1,1,1,12,False
271,100_0,human,0,0,0,12,False
272,50_50,human,1,1,1,12,True
272,80_20,human,1,1,1,12,True
272,100_0,human,1,1,1,12,True
273,50_50,human,1,1,1,12,False
273,80_20,human,1,1,1,12,False
273,100_0,human,0,0,0,12,False
274,50_50,human,1,1,1,12,False
274,80_20,human,1,1,1,12,False
274,100_0,human,0,0,1,12,False
275,50_50,human,1,1,1,12,True
275,80_20,human,1,1,1,12,True
275,100_0,human,1,1,1,12,True
276,50_50,human,0,0,0,12,False
276,80_20,human,0,0,0,12,False
276,100_0,human,0,0,0,12,False
277,50_50,human,1,1,1,12,True
277,80_20,human,1,1,1,12,True
277,100_0,human,1,1,1,12,True
278,50_50,human,1,1,1,12,False
278,80_20,human,0,0,1,12,False
278,100_0,human,0,0,1,12,False
279,50_50,human,1,1,1,12,True
279,80_20,human,1,1,1,12,True
279,100_0,human,1,1,1,12,True
280,50_50,human,0,0,0,12,False
280,80_20,human,0,0,0,12,False
280,100_0,human,0,0,0,12,False
281,50_50,human,1,1,1,12,True
281,80_20,human,0,0,1,12,True
281,100_0,human,1,1,1,12,True
282,50_50,human,1,1,1,12,True
282,80_20,human,1,1,1,12,True
282,100_0,human,1,1,1,12,True
283,50_50,human,1,1,1,12,False
283,80_20,human,1,1,1,12,False
283,100_0,human,1,1,1,12,False
284,50_50,human,1,1,1,12,True
284,80_20,human,1,1,1,12,True
284,100_0,human,1,1,1,12,True
285,50_50,human,0,0,1,12,False
285,80_20,human,0,0,1,12,False
285,100_0,human,0,0,1,12,False
286,50_50,human,1,1,1,12,False
286,80_20,human,1,1,1,12,False
286,100_0,human,1,1,1,12,False
287,50_50,human,1,1,1,12,False
287,80_20,human,1,1,1,12,False
287,100_0,human,0,0,0,12,False
288,50_50,human,1,1,1,12,False
288,80_20,human,1,1,1,12,False
288,100_0,human,0,0,1,12,False
289,50_50,human,1,1,1,12,True
289,80_20,human,0,0,1,12,True
289,100_0,human,1,1,1,12,True
290,50_50,human,1,1,1,12,False
290,80_20,human,1,1,1,12,False
290,100_0,human,1,1,1,12,False
291,50_50,human,1,1,1,12,False
291,80_20,human,0,0,1,12,False
291,100_0,human,0,0,0,12,False
292,50_50,human,0,0,1,12,False
292,80_20,human,0,0,0,12,False
292,100_0,human,0,0,0,12,False
293,50_50,human,1,1,1,12,True
293,80_20,human,1,1,1,12,True
293,100_0,human,1,1,1,12,True
294,50_50,human,1,1,1,12,True
294,80_20,human,1,1,1,12,True
294,100_0,human,1,1,1,12,True
295,50_50,human,1,1,1,12,True
295,80_20,human,1,1,1,12,True
295,100_0,human,1,1,1,12,True
296,50_50,human,0,0,0,12,True
296,80_20,human,1,1,1,12,True
296,100_0,human,1,1,1,12,True
297,50_50,human,1,1,1,12,True
297,80_20,human,1,1,1,12,True
297,100_0,human,1,1,1,12,True
298,50_50,human,0,0,0,12,False
298,80_20,human,0,0,0,12,False
298,100_0,human,0,0,0,12,False
299,50_50,human,1,1,1,12,True
299,80_20,human,1,1,1,12,True
299,100_0,human,1,1,1,12,True
300,50_50,human,1,1,1,12,True
300,80_20,human,1,1,1,12,True
300,100_0,human,1,1,1,12,True
301,50_50,human,1,1,1,12,True
301,80_20,human,1,1,1,12,True
301,100_0,human,1,1,1,12,True
302,50_50,human,0,0,1,12,False
302,80_20,human,0,0,1,12,False
302,100_0,human,0,0,0,12,False
303,50_50,human,1,1,1,12,False
303,80_20,human,0,0,0,12,False
303,100_0,human,0,0,0,12,False
304,50_50,human,1,1,1,12,False
304,80_20,human,1,1,1,12,False
304,100_0,human,1,1,1,12,False
305,50_50,human,0,0,1,12,True
305,80_20,human,0,0,1,12,True
305,100_0,human,1,1,1,12,True
306,50_50,human,1,1,1,12,True
306,80_20,human,0,0,0,12,True
306,100_0,human,0,0,0,12,True
307,50_50,human,1,1,1,12,True
307,80_20,human,1,1,1,12,True
307,100_0,human,1,1,1,12,True
308,50_50,human,1,1,1,12,False
308,80_20,human,1,1,1,12,False
308,100_0,human,1,1,1,12,False
309,50_50,human,1,1,1,12,True
309,80_20,human,1,1,1,12,True
309,100_0,human,1,1,1,12,True
310,50_50,human,1,1,1,12,False
310,80_20,human,0,0,1,12,False
310,100_0,human,0,0,1,12,False
311,50_50,human,1,1,1,12,False
311,80_20,human,0,0,0,12,False
311,100_0,human,0,0,1,12,False
312,50_50,human,1,1,1,12,True
312,80_20,human,1,1,1,12,True
312,100_0,human,1,1,1,12,True
313,50_50,human,0,0,1,12,True
313,80_20,human,0,0,1,12,True
313,100_0,human,0,0,1,12,True
314,50_50,human,1,1,1,12,True
314,80_20,human,1,1,1,12,True
314,100_0,human,1,1,1,12,True
315,50_50,human,0,0,1,12,False
315,80_20,human,0,0,0,12,False
315,100_0,human,0,0,0,12,False
316,50_50,human,1,1,1,12,True
316,80_20,human,1,1,1,12,True
316,100_0,human,1,1,1,12,True
317,50_50,human,1,1,1,12,True
317,80_20,human,0,0,1,12,True
317,100_0,human,1,1,1,12,True
318,50_50,human,1,1,1,12,True
318,80_20,human,1,1,1,12,True
318,100_0,human,1,1,1,12,True
319,50_50,human,1,1,1,12,True
319,80_20,human,1,1,1,12,True
319,100_0,human,1,1,1,12,True
320,50_50,human,1,1,1,12,True
320,80_20,human,1,1,1,12,True
320,100_0,human,1,1,1,12,True
321,50_50,human,1,1,1,12,True
321,80_20,human,1,1,1,12,True
321,100_0,human,1,1,1,12,True
322,50_50,human,1,1,1,12,True
322,80_20,human,1,1,1,12,True
322,100_0,human,1,1,1,12,True
323,50_50,human,1,1,1,12,False
323,80_20,human,1,1,1,12,False
323,100_0,human,0,0,0,12,False
324,50_50,human,1,1,1,12,True
324,80_20,human,1,1,1,12,True
324,100_0,human,1,1,1,12,True
325,50_50,human,1,1,1,12,False
325,80_20,human,1,1,1,12,False
325,100_0,human,0,0,1,12,False
326,50_50,human,1,1,1,12,False
326,80_20,human,0,0,1,12,False
326,100_0,human,0,0,1,12,False
327,50_50,human,1,1,1,12,True
327,80_20,human,1,1,1,12,True
327,100_0,human,1,1,1,12,True
328,50_50,human,1,1,1,12,False
328,80_20,human,1,1,1,12,False
328,100_0,human,1,1,1,12,False
329,50_50,human,1,1,1,12,True
329,80_20,human,1,1,1,12,True
329,100_0,human,1,1,1,12,True
330,50_50,human,1,1,1,12,True
330,80_20,human,1,1,1,12,True
330,100_0,human,1,1,1,12,True
331,50_50,human,1,1,1,12,True
331,80_20,human,1,1,1,12,True
331,100_0,human,1,1,1,12,True
332,50_50,human,1,1,1,12,True
332,80_20,human,1,1,1,12,True
332,100_0,human,1,1,1,12,True
333,50_50,human,0,0,0,12,True
333,80_20,human,1,1,1,12,True
333,100_0,human,1,1,1,12,True
334,50_50,human,0,0,1,12,False
334,80_20,human,1,1,1,12,False
334,100_0,human,0,0,0,12,False
335,50_50,human,1,1,1,12,True
335,80_20,human,1,1,1,12,True
335,100_0,human,1,1,1,12,True
336,50_50,human,0,0,0,12,True
336,80_20,human,1,1,1,12,True
336,100_0,human,1,1,1,12,True
337,50_50,human,1,1,1,12,True
337,80_20,human,1,1,1,12,True
337,100_0,human,1,1,1,12,True
338,50_50,human,1,1,1,12,False
338,80_20,human,1,1,1,12,False
338,100_0,human,1,1,1,12,False
339,50_50,human,0,0,0,12,False
339,80_20,human,0,0,0,12,False
339,100_0,human,0,0,0,12,False
340,50_50,human,1,1,1,12,True
340,80_20,human,1,1,1,12,True
340,100_0,human,1,1,1,12,True
341,50_50,human,1,1,1,12,True
341,80_20,human,1,1,1,12,True
341,100_0,human,1,1,1,12,True
342,50_50,human,1,1,1,12,True
342,80_20,human,1,1,1,12,True
342,100_0,human,1,1,1,12,True
343,50_50,human,1,1,1,12,True
343,80_20,human,1,1,1,12,True
343,100_0,human,1,1,1,12,True
344,50_50,human,1,1,1,12,False
344,80_20,human,1,1,1,12,False
344,100_0,human,0,0,0,12,False
345,50_50,human,1,1,1,12,False
345,80_20,human,1,1,1,12,False
345,100_0,human,0,0,1,12,False
346,50_50,human,1,1,1,12,False
346,80_20,human,1,1,1,12,False
346,100_0,human,1,1,1,12,False
347,50_50,human,1,1,1,12,False
347,80_20,human,1,1,1,12,False
347,100_0,human,0,0,1,12,False
348,50_50,human,0,0,0,12,False
348,80_20,human,0,0,1,12,False
348,100_0,human,0,0,0,12,False
349,50_50,human,1,1,1,12,True
349,80_20,human,1,1,1,12,True
349,100_0,human,1,1,1,12,True
350,50_50,human,1,1,1,12,True
350,80_20,human,1,1,1,12,True
350,100_0,human,1,1,1,12,True
351,50_50,human,0,0,1,12,False
351,80_20,human,1,1,1,12,False
351,100_0,human,0,0,1,12,False
352,50_50,human,0,0,1,12,False
352,80_20,human,0,0,0,12,False
352,100_0,human,0,0,0,12,False
353,50_50,human,1,1,1,12,False
353,80_20,human,1,1,1,12,False
353,100_0,human,1,1,1,12,False
354,50_50,human,1,1,1,12,True
354,80_20,human,1,1,1,12,True
354,100_0,human,1,1,1,12,True
355,50_50,human,1,1,1,12,False
355,80_20,human,1,1,1,12,False
355,100_0,human,1,1,1,12,False
356,50_50,human,0,0,1,12,False
356,80_20,human,0,0,1,12,False
356,100_0,human,1,1,1,12,False
357,50_50,human,0,0,0,12,True
357,80_20,human,1,1,1,12,True
357,100_0,human,0,0,1,12,True
358,50_50,human,0,0,1,12,False
358,80_20,human,0,0,0,12,False
358,100_0,human,0,0,0,12,False
359,50_50,human,1,1,1,12,True
359,80_20,human,1,1,1,12,True
359,100_0,human,1,1,1,12,True
360,50_50,human,0,0,0,12,False
360,80_20,human,0,0,0,12,False
360,100_0,human,0,0,0,12,False
361,50_50,human,1,1,1,12,False
361,80_20,human,1,1,1,12,False
361,100_0,human,1,1,1,12,False
362,50_50,human,0,0,1,12,True
362,80_20,human,0,0,1,12,True
362,100_0,human,1,1,1,12,True
363,50_50,human,1,1,1,12,True
363,80_20,human,1,1,1,12,True
363,100_0,human,1,1,1,12,True
364,50_50,human,1,1,1,12,True
364,80_20,human,1,1,1,12,True
364,100_0,human,1,1,1,12,True
365,50_50,human,1,1,1,12,True
365,80_20,human,1,1,1,12,True
365,100_0,human,1,1,1,12,True
366,50_50,human,1,1,1,12,True
366,80_20,human,1,1,1,12,True
366,100_0,human,1,1,1,12,True
367,50_50,human,0,0,0,12,False
367,80_20,human,0,0,0,12,False
367,100_0,human,0,0,0,12,False
368,50_50,human,1,1,1,12,True
368,80_20,human,1,1,1,12,True
368,100_0,human,1,1,1,12,True
369,50_50,human,1,1,1,12,False
369,80_20,human,1,1,1,12,False
369,100_0,human,0,0,1,12,False
370,50_50,human,1,1,1,12,True
370,80_20,human,1,1,1,12,True
370,100_0,human,1,1,1,12,True
371,50_50,human,1,1,1,12,False
371,80_20,human,1,1,1,12,False
371,100_0,human,1,1,1,12,False
372,50_50,human,1,1,1,12,True
372,80_20,human,1,1,1,12,True
372,100_0,human,0,0,1,12,True
373,50_50,human,1,1,1,12,True
373,80_20,human,1,1,1,12,True
373,100_0,human,1,1,1,12,True
374,50_50,human,1,1,1,12,True
374,80_20,human,0,0,0,12,True
374,100_0,human,1,1,1,12,True
375,50_50,human,1,1,1,12,False
375,80_20,human,1,1,1,12,False
375,100_0,human,1,1,1,12,False
376,50_50,human,1,1,1,12,False
376,80_20,human,1,1,1,12,False
376,100_0,human,0,0,1,12,False
377,50_50,human,1,1,1,12,False
377,80_20,human,1,1,1,12,False
377,100_0,human,1,1,1,12,False
378,50_50,human,0,0,1,12,True
378,80_20,human,1,1,1,12,True
378,100_0,human,1,1,1,12,True
379,50_50,human,1,1,1,12,True
379,80_20,human,1,1,1,12,True
379,100_0,human,1,1,1,12,True
380,50_50,human,1,1,1,12,True
380,80_20,human,0,0,1,12,True
380,100_0,human,1,1,1,12,True
381,50_50,human,1,1,1,12,False
381,80_20,human,1,1,1,12,False
381,100_0,human,1,1,1,12,False
382,50_50,human,1,1,1,12,True
382,80_20,human,0,0,1,12,True
382,100_0,human,1,1,1,12,True
383,50_50,human,0,0,1,12,False
383,80_20,human,0,0,0,12,False
383,100_0,human,0,0,1,12,False
384,50_50,human,1,1,1,12,False
384,80_20,human,0,0,0,12,False
384,100_0,human,0,0,0,12,False
385,50_50,human,0,0,1,12,False
385,80_20,human,1,1,1,12,False
385,100_0,human,1,1,1,12,False
386,50_50,human,1,1,1,12,True
386,80_20,human,0,0,0,12,True
386,100_0,human,1,1,1,12,True
387,50_50,human,0,0,0,12,True
387,80_20,human,0,0,1,12,True
387,100_0,human,0,0,1,12,True
388,50_50,human,0,0,1,12,False
388,80_20,human,1,1,1,12,False
388,100_0,human,1,1,1,12,False
389,50_50,human,1,1,1,12,False
389,80_20,human,1,1,1,12,False
389,100_0,human,1,1,1,12,False
390,50_50,human,1,1,1,12,False
390,80_20,human,1,1,1,12,False
390,100_0,human,1,1,1,12,False
391,50_50,human,1,1,1,12,False
391,80_20,human,1,1,1,12,False
391,100_0,human,1,1,1,12,False
392,50_50,human,1,1,1,12,True
392,80_20,human,1,1,1,12,True
392,100_0,human,1,1,1,12,True
393,50_50,human,0,0,0,12,True
393,80_20,human,1,1,1,12,True
393,100_0,human,1,1,1,12,True
394,50_50,human,0,0,0,12,False
394,80_20,human,0,0,0,12,False
394,100_0,human,0,0,0,12,False
395,50_50,human,1,1,1,12,False
395,80_20,human,1,1,1,12,False
395,100_0,human,0,0,1,12,False
396,50_50,human,0,0,0,12,False
396,80_20,human,1,1,1,12,False
396,100_0,human,0,0,0,12,False
397,50_50,human,1,1,1,12,True
397,80_20,human,1,1,1,12,True
397,100_0,human,1,1,1,12,True
398,50_50,human,1,1,1,12,True
398,80_20,human,0,0,1,12,True
398,100_0,human,1,1,1,12,True
399,50_50,human,0,0,0,12,True
399,80_20,human,0,0,1,12,True
399,100_0,human,0,0,1,12,True
400,50_50,human,0,0,0,12,False
400,80_20,human,0,0,0,12,False
400,100_0,human,0,0,0,12,False
401,50_50,human,0,0,0,12,True
401,80_20,human,0,0,1,12,True
401,100_0,human,1,1,1,12,True
402,50_50,human,1,1,1,12,False
402,80_20,human,1,1,1,12,False
402,100_0,human,0,0,0,12,False
403,50_50,human,1,1,1,12,False
403,80_20,human,1,1,1,12,False
403,100_0,human,1,1,1,12,False
404,50_50,human,1,1,1,12,True
404,80_20,human,1,1,1,12,True
404,100_0,human,1,1,1,12,True
405,50_50,human,1,1,1,12,False
405,80_20,human,0,0,0,12,False
405,100_0,human,1,1,1,12,False
406,50_50,human,0,0,0,12,False
406,80_20,human,1,1,1,12,False
406,100_0,human,0,0,1,12,False
407,50_50,human,0,0,0,12,True
407,80_20,human,1,1,1,12,True
407,100_0,human,1,1,1,12,True
408,50_50,human,0,0,1,12,True
408,80_20,human,1,1,1,12,True
408,100_0,human,0,0,1,12,True
409,50_50,human,0,0,1,12,False
409,80_20,human,0,0,0,12,False
409,100_0,human,0,0,0,12,False
410,50_50,human,0,0,0,12,False
410,80_20,human,0,0,0,12,False
410,100_0,human,0,0,0,12,False
411,50_50,human,0,0,1,12,False
411,80_20,human,0,0,0,12,False
411,100_0,human,0,0,0,12,False
412,50_50,human,1,1,1,12,True
412,80_20,human,1,1,1,12,True
412,100_0,human,1,1,1,12,True
413,50_50,human,1,1,1,12,False
413,80_20,human,0,0,1,12,False
413,100_0,human,1,1,1,12,False
414,50_50,human,1,1,1,12,True
414,80_20,human,1,1,1,12,True
414,100_0,human,1,1,1,12,True
415,50_50,human,0,0,0,12,False
415,80_20,human,0,0,0,12,False
415,100_0,human,0,0,0,12,False
416,50_50,human,1,1,1,12,True
416,80_20,human,1,1,1,12,True
416,100_0,human,1,1,1,12,True
417,50_50,human,0,0,0,12,True
417,80_20,human,0,0,1,12,True
417,100_0,human,1,1,1,12,True
418,50_50,human,0,0,1,12,False
418,80_20,human,0,0,1,12,False
418,100_0,human,0,0,0,12,False
419,50_50,human,0,0,0,12,False
419,80_20,human,0,0,1,12,False
419,100_0,human,0,0,0,12,False
420,50_50,human,0,0,0,12,False
420,80_20,human,0,0,0,12,False
420,100_0,human,0,0,0,12,False
421,50_50,human,0,0,1,12,False
421,80_20,human,0,0,1,12,False
421,100_0,human,1,1,1,12,False
422,50_50,human,1,1,1,12,False
422,80_20,human,1,1,1,12,False
422,100_0,human,1,1,1,12,False
423,50_50,human,1,1,1,12,True
423,80_20,human,1,1,1,12,True
423,100_0,human,1,1,1,12,True
424,50_50,human,0,0,1,12,False
424,80_20,human,1,1,1,12,False
424,100_0,human,1,1,1,12,False
425,50_50,human,1,1,1,12,False
425,80_20,human,1,1,1,12,False
425,100_0,human,0,0,1,12,False
426,50_50,human,1,1,1,12,True
426,80_20,human,1,1,1,12,True
426,100_0,human,1,1,1,12,True
427,50_50,human,1,1,1,12,False
427,80_20,human,1,1,1,12,False
427,100_0,human,0,0,0,12,False
428,50_50,human,1,1,1,12,True
428,80_20,human,1,1,1,12,True
428,100_0,human,1,1,1,12,True
429,50_50,human,0,0,0,12,False
429,80_20,human,0,0,1,12,False
429,100_0,human,1,1,1,12,False
430,50_50,human,1,1,1,12,True
430,80_20,human,1,1,1,12,True
430,100_0,human,1,1,1,12,True
431,50_50,human,0,0,0,12,True
431,80_20,human,0,0,1,12,True
431,100_0,human,1,1,1,12,True
432,50_50,human,0,0,0,12,False
432,80_20,human,0,0,0,12,False
432,100_0,human,0,0,0,12,False
433,50_50,human,1,1,1,12,False
433,80_20,human,1,1,1,12,False
433,100_0,human,0,0,1,12,False
434,50_50,human,0,0,1,12,False
434,80_20,human,0,0,0,12,False
434,100_0,human,0,0,0,12,False
435,50_50,human,0,0,1,12,False
435,80_20,human,0,0,0,12,False
435,100_0,human,1,1,1,12,False
436,50_50,human,0,0,1,12,True
436,80_20,human,0,0,1,12,True
436,100_0,human,1,1,1,12,True
437,50_50,human,1,1,1,12,False
437,80_20,human,1,1,1,12,False
437,100_0,human,1,1,1,12,False
438,50_50,human,1,1,1,12,False
438,80_20,human,1,1,1,12,False
438,100_0,human,0,0,1,12,False
439,50_50,human,0,0,1,12,False
439,80_20,human,0,0,0,12,False
439,100_0,human,0,0,0,12,False
440,50_50,human,1,1,1,12,False
440,80_20,human,1,1,1,12,False
440,100_0,human,1,1,1,12,False
441,50_50,human,1,1,1,12,False
441,80_20,human,0,0,1,12,False
441,100_0,human,1,1,1,12,False
442,50_50,human,0,0,1,12,False
442,80_20,human,1,1,1,12,False
442,100_0,human,0,0,0,12,False
443,50_50,human,0,0,0,12,False
443,80_20,human,0,0,1,12,False
443,100_0,human,0,0,0,12,False
444,50_50,human,1,1,1,12,True
444,80_20,human,1,1,1,12,True
444,100_0,human,1,1,1,12,True
445,50_50,human,0,0,0,12,False
445,80_20,human,0,0,0,12,False
445,100_0,human,0,0,0,12,False
446,50_50,human,1,1,1,12,True
446,80_20,human,1,1,1,12,True
446,100_0,human,1,1,1,12,True
447,50_50,human,1,1,1,12,True
447,80_20,human,1,1,1,12,True
447,100_0,human,1,1,1,12,True
448,50_50,human,1,1,1,12,True
448,80_20,human,1,1,1,12,True
448,100_0,human,1,1,1,12,True
449,50_50,human,1,1,1,12,False
449,80_20,human,1,1,1,12,False
449,100_0,human,1,1,1,12,False
450,50_50,human,1,1,1,12,False
450,80_20,human,1,1,1,12,False
450,100_0,human,0,0,1,12,False
451,50_50,human,0,0,1,12,False
451,80_20,human,0,0,0,12,False
451,100_0,human,0,0,0,12,False
452,50_50,human,1,1,1,12,True
452,80_20,human,1,1,1,12,True
452,100_0,human,1,1,1,12,True
453,50_50,human,0,0,1,12,True
453,80_20,human,0,0,0,12,True
453,100_0,human,1,1,1,12,True
454,50_50,human,0,0,1,12,True
454,80_20,human,1,1,1,12,True
454,100_0,human,1,1,1,12,True
455,50_50,human,0,0,1,12,False
455,80_20,human,0,0,0,12,False
455,100_0,human,0,0,0,12,False
456,50_50,human,0,0,1,12,False
456,80_20,human,1,1,1,12,False
456,100_0,human,0,0,1,12,False
457,50_50,human,0,0,0,12,True
457,80_20,human,1,1,1,12,True
457,100_0,human,1,1,1,12,True
458,50_50,human,1,1,1,12,True
458,80_20,human,1,1,1,12,True
458,100_0,human,1,1,1,12,True
459,50_50,human,1,1,1,12,True
459,80_20,human,1,1,1,12,True
459,100_0,human,1,1,1,12,True
460,50_50,human,1,1,1,12,False
460,80_20,human,1,1,1,12,False
460,100_0,human,1,1,1,12,False
461,50_50,human,1,1,1,12,True
461,80_20,human,1,1,1,12,True
461,100_0,human,1,1,1,12,True
462,50_50,human,1,1,1,12,True
462,80_20,human,1,1,1,12,True
462,100_0,human,1,1,1,12,True
463,50_50,human,1,1,1,12,True
463,80_20,human,1,1,1,12,True
463,100_0,human,1,1,1,12,True
464,50_50,human,1,1,1,12,True
464,80_20,human,0,0,0,12,True
464,100_0,human,1,1,1,12,True
465,50_50,human,1,1,1,12,False
465,80_20,human,0,0,0,12,False
465,100_0,human,0,0,1,12,False
466,50_50,human,1,1,1,12,True
466,80_20,human,1,1,1,12,True
466,100_0,human,1,1,1,12,True
467,50_50,human,1,1,1,12,True
467,80_20,human,1,1,1,12,True
467,100_0,human,1,1,1,12,True
468,50_50,human,1,1,1,12,True
468,80_20,human,1,1,1,12,True
468,100_0,human,1,1,1,12,True
469,50_50,human,1,1,1,12,True
469,80_20,human,1,1,1,12,True
469,100_0,human,1,1,1,12,True
470,50_50,human,1,1,1,12,True
470,80_20,human,0,0,1,12,True
470,100_0,human,1,1,1,12,True
471,50_50,human,1,1,1,12,True
471,80_20,human,1,1,1,12,True
471,100_0,human,1,1,1,12,True
472,50_50,human,1,1,1,12,True
472,80_20,human,1,1,1,12,True
472,100_0,human,1,1,1,12,True
473,50_50,human,1,1,1,12,True
473,80_20,human,1,1,1,12,True
473,100_0,human,1,1,1,12,True
474,50_50,human,1,1,1,12,False
474,80_20,human,1,1,1,12,False
474,100_0,human,1,1,1,12,False
475,50_50,human,0,0,1,12,False
475,80_20,human,0,0,0,12,False
475,100_0,human,0,0,0,12,False
476,50_50,human,1,1,1,12,True
476,80_20,human,1,1,1,12,True
476,100_0,human,1,1,1,12,True
477,50_50,human,0,0,1,12,True
477,80_20,human,1,1,1,12,True
477,100_0,human,1,1,1,12,True
478,50_50,human,0,0,1,12,True
478,80_20,human,1,1,1,12,True
478,100_0,human,1,1,1,12,True
479,50_50,human,1,1,1,12,True
479,80_20,human,1,1,1,12,True
479,100_0,human,1,1,1,12,True
480,50_50,human,0,0,0,12,False
480,80_20,human,0,0,0,12,False
480,100_0,human,0,0,0,12,False
481,50_50,human,1,1,1,12,True
481,80_20,human,1,1,1,12,True
481,100_0,human,1,1,1,12,True
482,50_50,human,1,1,1,12,True
482,80_20,human,1,1,1,12,True
482,100_0,human,0,0,1,12,True
483,50_50,human,1,1,1,12,False
483,80_20,human,1,1,1,12,False
483,100_0,human,1,1,1,12,False
484,50_50,human,0,0,0,12,False
484,80_20,human,0,0,0,12,False
484,100_0,human,0,0,0,12,False
485,50_50,human,1,1,1,12,False
485,80_20,human,1,1,1,12,False
485,100_0,human,1,1,1,12,False
486,50_50,human,1,1,1,12,False
486,80_20,human,0,0,1,12,False
486,100_0,human,1,1,1,12,False
487,50_50,human,1,1,1,12,False
487,80_20,human,1,1,1,12,False
487,100_0,human,0,0,1,12,False
488,50_50,human,1,1,1,12,True
488,80_20,human,1,1,1,12,True
488,100_0,human,1,1,1,12,True
489,50_50,human,1,1,1,12,True
489,80_20,human,1,1,1,12,True
489,100_0,human,1,1,1,12,True
490,50_50,human,1,1,1,12,False
490,80_20,human,1,1,1,12,False
490,100_0,human,0,0,1,12,False
491,50_50,human,1,1,1,12,True
491,80_20,human,1,1,1,12,True
491,100_0,human,1,1,1,12,True
492,50_50,human,0,0,1,12,True
492,80_20,human,0,0,0,12,True
492,100_0,human,0,0,1,12,True
493,50_50,human,1,1,1,12,False
493,80_20,human,1,1,1,12,False
493,100_0,human,0,0,1,12,False
494,50_50,human,1,1,1,12,False
494,80_20,human,1,1,1,12,False
494,100_0,human,0,0,1,12,False
495,50_50,human,0,0,0,12,False
495,80_20,human,0,0,1,12,False
495,100_0,human,0,0,0,12,False
496,50_50,human,0,0,0,12,False
496,80_20,human,1,1,1,12,False
496,100_0,human,0,0,1,12,False
497,50_50,human,0,0,0,12,False
497,80_20,human,0,0,0,12,False
497,100_0,human,0,0,0,12,False
498,50_50,human,1,1,1,12,False
498,80_20,human,1,1,1,12,False
498,100_0,human,1,1,1,12,False
499,50_50,human,1,1,1,12,True
499,80_20,human,1,1,1,12,True
499,100_0,human,1,1,1,12,True
500,50_50,human,0,0,1,12,True
500,80_20,human,1,1,1,12,True
500,100_0,human,1,1,1,12,True
501,50_50,human,1,1,1,12,True
501,80_20,human,0,0,0,12,True
501,100_0,human,0,0,0,12,True
502,50_50,human,0,0,1,12,True
502,80_20,human,1,1,1,12,True
502,100_0,human,1,1,1,12,True
503,50_50,human,1,1,1,12,False
503,80_20,human,1,1,1,12,False
503,100_0,human,1,1,1,12,False
504,50_50,human,1,1,1,12,True
504,80_20,human,1,1,1,12,True
504,100_0,human,1,1,1,12,True
505,50_50,human,0,0,1,12,True
505,80_20,human,1,1,1,12,True
505,100_0,human,1,1,1,12,True
506,50_50,human,1,1,1,12,True
506,80_20,human,1,1,1,12,True
506,100_0,human,1,1,1,12,True
507,50_50,human,1,1,1,12,False
507,80_20,human,1,1,1,12,False
507,100_0,human,0,0,1,12,False
508,50_50,human,0,0,1,12,False
508,80_20,human,0,0,0,12,False
508,100_0,human,1,1,1,12,False
509,50_50,human,0,0,1,12,False
509,80_20,human,0,0,1,12,False
509,100_0,human,0,0,1,12,False
510,50_50,human,1,1,1,12,False
510,80_20,human,0,0,1,12,False
510,100_0,human,0,0,0,12,False
511,50_50,human,0,0,0,12,False
511,80_20,human,0,0,0,12,False
511,100_0,human,0,0,0,12,False
512,50_50,human,0,0,0,12,False
512,80_20,human,1,1,1,12,False
512,100_0,human,0,0,0,12,False
513,50_50,human,0,0,0,12,True
513,80_20,human,0,0,1,12,True
513,100_0,human,1,1,1,12,True
514,50_50,human,1,1,1,12,True
514,80_20,human,1,1,1,12,True
514,100_0,human,1,1,1,12,True
515,50_50,human,1,1,1,12,True
515,80_20,human,1,1,1,12,True
